text,source,query
"Conflict of interest statement: Declarations. Data Transparency: Not applicable. 
Clinical Trial Number: Not applicable. Consent to Publish: Not applicable. 
Informed Consent: Not applicable. Research Involving Human Participants and/or 
Animals: Not applicable Competing interests: The authors declare no competing 
interests.",PubMed,meaning making identity crisis
"Author information:
(1)Departamento de Psicología Social y de Las Organizaciones, Universidad 
Nacional de Educación a Distancia, Madrid, Spain.
(2)ARTIS International, St. Michaels, Maryland, USA.
(3)Facultad de Ciencias de la Salud, Universidad Rey Juan Carlos, Alcorcón, 
Spain.",PubMed,meaning making identity crisis
"Identity fusion is a synergistic union of the personal self and target of fusion 
that predicts extreme behaviours on its behalf. Previous work identified that 
intense shared dysphoric experiences cause fusion with groups, but no research 
to date has investigated changes in fusion before, during and after a collective 
traumatic experience. Six repeated cross-sectional surveys conducted in Spain 
(2017-2022) (Study 1) showed that differences between sample means in fusion 
with the country increased during the COVID-19 pandemic but decreased when the 
COVID-19 subsided. In addition, an experiment provided support for these results 
(Study 2), since making salient the COVID-19 crisis (vs. neutral situation) 
increased fusion with the country. Finally, three additional repeated 
cross-sectional surveys conducted in Ukraine (Study 3), one month before the 
war, one month after the war began and eight months later, replicated that 
differences between sample means in fusion increased just when the war started, 
but decreased when the conflict turned chronic. The effects were replicated for 
fusion with a value, democracy. Apparently, dysphoric experiences represent a 
temporary drive of fusion, but not a maintenance factor.",PubMed,meaning making identity crisis
"© 2025 The Author(s). British Journal of Social Psychology published by John 
Wiley & Sons Ltd on behalf of British Psychological Society.",PubMed,meaning making identity crisis
"Level of Declared Faith and Sense of Life Among Catholics of Polish Origin in 
the Province of Misiones, Argentina: An Exploratory Study.",PubMed,meaning making identity crisis
"Author information:
(1)Institute of Law, Economics and Administration, University of the National 
Education Commission, Ul. Podchorążych 2 (Room 537), 30-084, Kraków, Poland. 
kamila.ziolkowska-weiss@uken.krakow.pl.",PubMed,meaning making identity crisis
"The purpose of this article is to analyze the relationship between the level of 
declared faith and the sense of meaning in life among Catholics of Polish origin 
living in the province of Misiones, Argentina. The study is based on empirical 
data collected through a survey questionnaire and in-depth interviews conducted 
with 28 respondents (n = 28). The interviews covered three thematic areas: 
declared religiosity, sense of meaning in life and the interrelationship between 
these two dimensions. The analysis of the respondents' statements indicates that 
religion and spirituality play a significant role in the daily lives of the 
participants, influencing their decisions, attitudes and ways of coping with 
difficulties. For many participants in the study, faith constitutes a major 
source of meaning, giving their lives direction and deeper significance, 
particularly in moments of crisis. The results of the study confirm that 
religion serves not only an identity function, but also an existential one, 
supporting individuals in constructing a coherent life narrative. This article 
makes a significant contribution to the research on the psychology of religion 
and the meaning of life in migrant and cross-cultural contexts.",PubMed,meaning making identity crisis
"© 2025. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.",PubMed,meaning making identity crisis
"Conflict of interest statement: Declarations. Conflict of interest: The author 
declares no conflict of interest. Ethical Approval: I would like to confirm that 
no tests on human beings, animals, or tissues have been conducted for the 
purposes of the article. The article on “Level of Declared Faith and Sense of 
Life Among Catholics of Polish Origin in the Province of Misiones, Argentina” 
for the Journal of Religion and Health journal presents the research results 
obtained on the basis of the answers of respondents collected by means of the 
interview. Each person who was doing an interview at the beginning, was given 
the following information: ""I hereby would like to kindly ask you to provide 
your responses based on your feelings, knowledge, and experience. The results 
will be used exclusively for scientific purposes in the form of a summary”. The 
study was performed in line with the principles of the Declaration of Helsinki, 
and according to local legislation and national guidelines on research involving 
human subjects, ethical approval was not required. Consent for Publication: The 
author affirm that human research participants provided informed consent for 
publication.",PubMed,meaning making identity crisis
"Author information:
(1)Department of Psychology, Arts Faculty Extension Building, University of 
Delhi, New Delhi, 110007 India.",PubMed,meaning making identity crisis
"This paper studied the career experiences of emerging adults amid the pandemic 
and how they make sense of their career identities during this time. Twenty 
Indian Emerging adults (18-25 years) wrote narratives about their career stories 
during the pandemic. Using thematic analysis, three key themes of (1) Perceived 
Impact of Pandemic Crisis on Career Identity, (2) Positive Meaning-Making of 
Career Identity amid the Crises, and (3) Negative Meaning-Making of Career 
Identity amid the Crises were identified. The study concluded that despite the 
negative impact of Covid-19 on career experiences, most emerging adults 
cognitively reframed negative experiences as positive.",PubMed,meaning making identity crisis
"Publisher: Une enquête narrative sur le sens de l’identité professionnelle des 
nouveaux adultes indiens au milieu de Covid-19. Cet article a étudié les 
expériences de carrière des adultes émergents pendant la pandémie et la façon 
dont ils donnent un sens à leur identité de carrière pendant cette période. 
Vingt adultes indiens émergents (18 à 25 ans) ont écrit des récits de leur 
carrière pendant la pandémie. À l’aide d’une analyse thématique, on a dégagé 
trois thèmes clés: (1) l’impact perçu de la crise pandémique sur l’identité de 
carrière; (2) la définition d’identité de carrière dans le contexte des crises; 
et (3) la définition d’identité de carrière dans le contexte des crises. L’étude 
a conclu que, malgré l’impact négatif de la COVID-19 sur les expériences de 
carrière, la plupart des adultes émergents ont recadré les expériences négatives 
comme étant positives.",PubMed,meaning making identity crisis
"Publisher: Eine narrative Untersuchung zur Bedeutung der beruflichen Identität 
indischer aufstrebender Erwachsener unter Covid-19. Diese Arbeit untersuchte die 
Karriereerfahrungen von aufstrebenden Erwachsenen inmitten der Pandemie und wie 
sie in dieser Zeit Sinn für ihre Karriereidentitäten machen. Zwanzig indische 
aufstrebende Erwachsene (18–25 Jahre) schrieben Erzählungen über ihre 
Karrieregeschichten während der Pandemie. Anhand der thematischen Analyse wurden 
drei Schlüsselthemen identifiziert: (1) Wahrgenommene Auswirkungen der 
pandemischen Krise auf die Karriereidentität, (2) Positive Bedeutungsbildung der 
Karriereidentität in der Krise und (3) Negative Bedeutungsbildung der 
Karriereidentität in der Krise. Die Studie kam zu dem Schluss, dass trotz der 
negativen Auswirkungen von Covid-19 auf die Berufserfahrungen die meisten 
aufstrebenden Erwachsenen negative Erfahrungen kognitiv als positiv neu 
interpretiert haben.",PubMed,meaning making identity crisis
"Publisher: Una investigación narrativa sobre el significado de la identidad 
profesional de los adultos emergentes indios en medio de Covid-19. Este trabajo 
estudió las experiencias profesionales de los adultos emergentes en medio de la 
pandemia y cómo dan sentido a sus identidades profesionales durante este tiempo. 
Veinte adultos emergentes indios (18–25 años) escribieron relatos sobre sus 
historias de carrera durante la pandemia. Utilizando el análisis temático, se 
identificaron tres temas clave de (1) Impacto percibido de la crisis pandémica 
en la identidad profesional, (2) Creación de significado positivo de la 
identidad profesional en medio de las crisis y (3) Creación de significado 
negativo de la identidad profesional en medio de las crisis. El estudio concluyó 
que a pesar del impacto negativo de Covid-19 en las experiencias profesionales, 
la mayoría de los adultos emergentes reformularon cognitivamente las 
experiencias negativas como positivas.",PubMed,meaning making identity crisis
"© The Author(s), under exclusive licence to Springer Nature B.V. 2023, Springer 
Nature or its licensor (e.g. a society or other partner) holds exclusive rights 
to this article under a publishing agreement with the author(s) or other 
rightsholder(s); author self-archiving of the accepted manuscript version of 
this article is solely governed by the terms of such publishing agreement and 
applicable law.",PubMed,meaning making identity crisis
"Conflict of interest statement: Competing interestsThe authors have no competing 
interests to disclose.",PubMed,meaning making identity crisis
"Author information:
(1)Centre for Applied Health and Social Care Research, Faculty of Health, 
Science, Social Care and Education, Kingston University, London, UK.
(2)Brunel Business School, Brunel University London, London, UK.
(3)Department of Psychology, Kingston University, London, UK.
(4)Department of Access and Medicine, Royal Surrey County Hospital NHS 
Foundation, Guildford, UK.
(5)Department of Clinical and Experimental Medicine, University of Surrey, 
Guildford, UK.
(6)Institute of Hepatology Studies, King's College Hospital London, London, UK.",PubMed,meaning making identity crisis
"OBJECTIVES: Conspiracy theories are associated with significant COVID-19 health 
consequences including lower engagement with protective behaviours. This study 
uses sensemaking theory, a process of constructing meanings through 
interpersonal exchanges that enable people to interpret their world to explain 
the theoretical process underlying the development of conspiratorial beliefs 
around COVID-19 within Black African and Caribbean communities in the UK.
DESIGN: Qualitative, in-depth interviews were used.
METHODS: Twenty-eight members of the communities were recruited: semi-structured 
interviews were analysed using grounded theory.
RESULTS: Our findings provide an explanation of how an environment of crisis 
combined with current and historical mistrust, perceived injustice and 
inequality provided a context in which alternative conspiracy narratives could 
thrive. The nature of these conspiratorial beliefs made more sense to many of 
our respondent's than institutional sources (such as the UK Government). 
Critically, these alternative beliefs helped respondents shape their 
decision-making, leading to non-engagement with COVID protective behaviours.
CONCLUSIONS: We conclude that the uncertainty of the pandemic, combined with 
historical and contemporary perceived injustice and mistrust, and a lack of 
specific identity-aligned messaging, created a perfect environment for 
conspiratorial sense-making to thrive. This alternative sensemaking was 
inconsistent with the health-protection messaging espoused by the Government. To 
ensure all groups in society are protected, and for health promotion messages to 
take purchase, the experiences of different target audiences must be taken into 
account, with sensemaking anchored in lived experience.",PubMed,meaning making identity crisis
"© 2022 The Authors. British Journal of Health Psychology published by John Wiley 
& Sons Ltd on behalf of British Psychological Society.",PubMed,meaning making identity crisis
"[""And what does that feel like? It feels like nothing. Like a deep, endless, 
always blank nothing"" - A Psychodynamic Interpretation of ""13 reasons why""].",PubMed,meaning making identity crisis
"The 2017 Netflix series ""13 reasons why"" also caused a mass media sensation as 
well as a sensation in the psychiatric and psychotherapeutic world. The series 
follows protagonist Hannah Baker over the course of 13 episodes, uncovering the 
13 distinct plots ultimately resulting in Hanna's suicide by means of audio 
cassettes she had recorded shortly before taking her own life. Utilising 
reflective, relational film psychoanalysis according to Hamburger (2018), the 
topics suicidality, guilt, power and powerlessness, autonomy, identity crisis 
and aggression can be elaborated on. As empirical studies establish diametrical 
conclusions whether this TV series exhibits ""preventing"" or rather ""promoting"" 
effects regarding suicidality, this ought to be addressed in the field of 
psychotherapy. A patient mentalizing the protagonist as well as one's own 
affective impulses in relation to the series together with the therapist makes 
transfer of the patient-therapist-relationship to the level of real world 
relationship possible, whilst also stimulating the (patient's) ability to 
mentalize in general.",PubMed,meaning making identity crisis
"Publisher: Zusammenfassung Die 2017 erschienene Netflix-Serie „13 reasons why“ 
hat sowohl in den Massenmedien als auch in der psychiatrischen und 
psychotherapeutischen Fachwelt für Aufsehen gesorgt. In der Serie erläutert die 
Protagonistin Hannah Baker in 13 Episoden 13 Gründe für ihren Suizid, die sie 
kurz zuvor auf Audiokassetten aufzeichnete. Anhand der reflexiven, relationalen 
Filmpsychoanalyse nach Hamburger (2018) können insbesondere die inszenierten 
Themen Suizidalität, Schuld, Macht/Ohnmacht, Autonomie, Identitätskrise und 
Aggression herausgearbeitet werden. Aufgrund der Tatsache, dass empirische 
Studien zu diametralen Ergebnissen hinsichtlich präventiver und gefährdender 
Effekte der Serie auf Jugendliche kommen, sollte sie in der 
Jugendlichenpsychotherapie thematisiert werden. Das gemeinsame Mentalisieren der 
Serienfigur und der eigenen affektiven Regungen in Bezug auf die Serie macht 
einen Transfer auf die Beziehung zwischen Patient/in und Therapeut/in sowie auf 
die Realbeziehungen möglich und regt allgemein die Mentalisierungsfähigkeit an.",PubMed,meaning making identity crisis
"Author information:
(1)Université Paris 13, UFR des Lettres, des sciences de l'homme et des sociétés 
unité transversale de recherche psychogenèse et psychopathologie, UTRPP EA4403, 
93430 Villetaneuse, France. Electronic address: vivier.thibault@gmail.com.
(2)Hôpital Cochin, Maison de Solenn, AP-HP, 75014 Paris, France; Université de 
Paris, PCPP, 92100 Boulogne-Billancourt, France; Université Paris-Saclay, UVSQ, 
inserm, CESP, Team DevPsy, 94807 Villejuif, France.
(3)Université Paris-Saclay, UVSQ, inserm, CESP, Team DevPsy, 94807 Villejuif, 
France; Assistance publique-Hôpitaux de Paris (AP-HP), hôpital Avicenne, service 
de psychopathologie, université de Paris 13, 93009 Bobigny cedex, France; Centre 
national de ressources et de résilience (CNRR), 93009 Bobigny, France.
(4)Établissement public de santé mentale ERASME, pôle de psychiatrie de l'enfant 
et l'adolescent, 92160 Antony, France.
(5)Hôpital Cochin, Maison de Solenn, AP-HP, 75014 Paris, France; Établissement 
public de santé mentale ERASME, pôle de psychiatrie de l'enfant et l'adolescent, 
92160 Antony, France.",PubMed,meaning making identity crisis
"OBJECTIVES: Suicide is the second leading cause of death among adolescents. Boys 
are more affected than girls, although they report fewer suicide attempts and 
rely less on care. Few studies have examined the experience of suicidal thoughts 
and behavior among young boys. In order to improve their health care, it is 
necessary to consider the socio-cultural aspects and the construction of the 
meaning given by adolescent boys to suicidal behaviors in France.
METHOD: This is a qualitative, complementary and inductive study. All teens 
included have presented suicidal thoughts in the months preceding the inclusion. 
The existence of self-mutilation and/or suicidal act is sought but is not 
included within the criteria of inclusion, the various contexts will enrich the 
data. Semi-structured interviews are transcribed and analyzed by the 
Interpretative Phenomenological Analysis.
RESULTS: Ten adolescents between 14 and 20 years old were included in the study. 
Three axes of experience emerge: the relationship to oneself, the relationship 
to the other, the relationship to death. Some themes are common to experiences 
of both boys and girls, others are more specific to the boys' experience. The 
inner struggle, testing one's limits and an isolating unspeakable are thus 
common, highlighting the difficulty for adolescents to mentalize and verbalize 
emotions and feelings. Difficulties in connecting with others, and feelings of 
loneliness and isolation, are at the core of the participants' experience. 
However, the experience of boys appears specific in the difficulty to represent 
the irreversibility of death which can lead to suicidal behavior without direct 
intentionality. The narrative of suicidal acts, in its formulation, is quite 
different from that of young girls. One can assume that the difficulty of 
expressing suffering could lead young boys to develop a discourse that 
overshadows the question of their death, or in contrast magnifies it in a 
rewarding stage from which they pride themselves. The fear of being isolated or 
rejected seems almost insurmountable for the boys interviewed. The fear of the 
judgment of peers or the family is mixed with the imperative to face the problem 
by oneself and reinforces the feeling of isolation in a retroactive loop. The 
story of the suicidal act can take a positive and enriching tone in the 
participant's stories. This only applies to adolescents with a history of 
suicidal gesture. The experience of acting out and its consequences seems to be 
integrated by the adolescent as elements which participate to a certain extent 
to the construction of their identity. This ameliorative feature can be compared 
to the hegemonic social models of masculinity. The sociological notion of gender 
identity makes it possible to think of this construction in a dynamic way and to 
propose adaptations of the caregivers' attitude during the first interviews with 
a suicidal teenager. During the first meetings, the caregiver should explore the 
adolescent's representations of the suicidal crisis in a neutral, 
self-interested, and unbiased way, including when the representations are 
disturbing or shocking for the caregiver. For example, when the patient values 
or glorifies suicidal behavior or when care is experienced as a sign of weakness 
and vulnerability. Respect of these proposals can indeed support weakened 
narcissistic foundations and favor encounter and alliance. This can only be done 
with the conviction that these representations are not frozen, but in 
construction, and that they can be secondarily mobilized in the therapeutic 
relationship. For that purpose, a work of elaboration on the representations of 
the masculinity will be able to lead the young person to reconsider his 
perception of care and suicidal behaviors. Reflexivity on the part of the 
caregiver about his own representations of masculinity seems necessary.
CONCLUSION: Therapeutic management must explore and respect the adolescent's 
representations of masculinity and then mobilize them to bring the young person 
to reconsider his perception of care and suicidal behavior.",PubMed,meaning making identity crisis
"The Downside Risk of Failing to Transcend Extraordinarily Negative Experiences: 
A Narrative Analysis.",PubMed,meaning making identity crisis
"INTRODUCTION: American service members who survived a trauma like a prisoner of 
war (POW) experience and successfully rebounded afterwards present outcomes of 
resilience that merit further exploration. Difficulties in defining or measuring 
human resilience in the clinical setting have been acknowledged for some time, 
with a call for greater openness to lessons from other disciplines. 
Transcendence as an identity-enhancing experiential process of meaning-making 
may offer insights that complement medical and psychological care. If a person 
fails to make meaning of an extraordinarily negative event, he may experience 
anti-transcendence, or an anti-process that results in by-products that are 
antonymous to transcendence, like destabilization of one's sense of self or the 
fracturing or disintegration of connections within and beyond the self. Such 
outcomes may trigger a crisis of identity.
MATERIALS AND METHODS: Eight memoirs of resilient American POW survivors from 
two time periods and the text were digitized and converted using optical 
character recognition software (Foxit PhantomPDF) to enable scanning for 
repetitious word patterns and themed searches. As passages were selected, 
sorted, and tagged, I designed a database in Microsoft Access to enter and query 
the fragments. Everyday baselines were established for each memoirist, and 
instances of transcendence and anti-transcendence were analyzed.
RESULTS: While evidence was found across all memoirists for transcendence of 
personally relevant, extraordinarily positive and negative events, instances of 
failure to transcend extraordinarily negative events were found in only three of 
the narratives. Given that the sample consisted of resilient service members who 
appeared not only to rebound but also to thrive after their experience, this 
scarcity of failure to transcend personally relevant, extraordinarily negative 
events is not surprising. Types of personally relevant, extraordinarily negative 
events discussed included multiple instances of forced desecration of local 
graves to make way for construction projects by captors and breaking points 
after torture.
CONCLUSION: Transcendence as an experiential meaning-making process may utilize 
existential resources that enable one to make sense of personally relevant, 
extraordinarily positive, and negative events. If identity-relevant experiences 
are more powerful predictors of distress and well-being than those not relevant 
to one's sense of identity, then there should be greater focus on those kinds of 
experiences when working with service members struggling to bounce back from 
trauma. There are many contexts in which this can be done. Military chaplains, 
for example, are potentially very well suited to help service members reconnect 
with existential resources to help them make meaning of a traumatic event. 
Military psychologists can make space in their conversations discuss 
identity-relevant experiences. Examining written narrative can also help narrow 
the focus on identity-relevant experiences, both positive and negative. Written 
narrative about traumatic experiences as a form of self-narration carries with 
it an interpretive aspect that may help the person make meaning of it in way 
that he or she could not in a clinical setting. Although assessment of the 
potential therapeutic effect of written narrative was beyond the scope of the 
study, this might be one area to investigate.",PubMed,meaning making identity crisis
"Author information:
(1)Laboratoire de psychologie « Processus psychologiques et contextes » UPRES EA 
4638, université d'Angers, 11, boulevard Lavoisier, 49045 Angers cedex 01, 
France. Electronic address: benoit.fromage@univ-angers.fr.
(2)Unité de soins palliatifs, consultation douleur, centre hospitalier de 
Juvisy-sur-Orge, 9, rue Camille-Flammarion, 91260 Juvisy-sur-Orge, France.",PubMed,meaning making identity crisis
"In palliative care, people with advanced or terminal phase cancer represent a 
significant proportion of patients. Persuaded that the pain and suffering they 
experience will never disappear from their daily life, patients are exposed to 
successive fracture triggered by psychosocial/physical factors. Furthermore, the 
difficulty in palliative care is that the pain is also a subjective phenomenon. 
However, the only information available to indicate pain remains the 
quantitative assessment of the patient or the observation of his/her behaviour. 
Pain caused by cancer optimally exhibits the difficulty of pain assessment, 
where a patient may properly assess, through their somatic pain, their own 
experience of pain expressed according to the consequence of illness on their 
history and personality.
OBJECTIVES: This exploratory study aims to show how the development of 
analogical subjective speech has an effect on the pain experience in patients 
with cancer. Indeed, the hypothesis is that one can reduce the sensation of pain 
by transforming the emotional experience via a figurative/discursive activity 
due to an elaboration work and clarification of the painful experience. 
Method-Four terminally ill patients passed the ""L'Épreuve des Trois Arbres"" 
(three-tree test) (ETA), which consisted in drawing trees and telling their 
story. The ETA aims to facilitate the expression of the overall experience 
according to a person's perspective on a specific situation. In this experiment, 
quantitative and qualitative data were collected. More specifically, the 
quantitative data was based on the assessment of somatic pain using the visual 
analog scale (VAS) of 1 to 10 (0 = no pain, 10 = unbearable pain) and a 
qualitative analysis assessed with the ETA, which focused on the meaning of 
pain, a subjective component that can increase the expression of somatic pain. 
The pain experience is assessed before and after the execution of the ETA using 
the VAS.
RESULTS: The results show a reduction of painful sensation and its behavioural 
expression. This could be due to the refocusing of attention and transformation 
of emotional experience through a figurative and discursive activity.
DISCUSSION: The ETA seems to reduce somatic pain by allowing verbalization. The 
emotional repression of some patients who inhibited the expression of their pain 
would explain the increase of painful sensation. The psychological approach 
associated with the theme of the tree offers an opportunity to expound upon the 
experience of pain in an analogical mode, situating the current painful personal 
experience in a specific biography. Furthermore, part of the suffering 
highlighted in protocols was the break that makes the announcement of illness. 
It generated a sense of rupture between the time before and after, sometimes 
until a real crisis of identity, which can take on one of the facets of 
depression. ETA encourages the rebuilding of a psychic continuity between before 
and after the disease.",PubMed,meaning making identity crisis
"12. Int J Offender Ther Comp Criminol. 2016 Feb;60(2):208-27. doi: 
10.1177/0306624X14548531. Epub 2014 Sep 2.",PubMed,meaning making identity crisis
"The literature on prison effects is characterised by a focus on negative 
outcomes. There is a need to acknowledge individual differences. The theme of 
posttraumatic growth emerged in a subsample of interviews from a study on 
psychological adjustment in prison. The narratives of this subsample (six 
female, first-time prisoners) were used to explore the phenomenon of 
posttraumatic growth during imprisonment. It is argued that the initial shock of 
incarceration challenged these prisoners' assumptive worlds, but they managed to 
overcome this crisis by finding meaning in the prison experience and using it as 
an opportunity for personal development. This facilitated a positive 
reconstruction of their identity. The potential implications of posttraumatic 
growth for desistance are discussed.",PubMed,meaning making identity crisis
"""It just kind of like falls in your hands"": factors that influence black aunts' 
decisions to parent their nieces and nephews.",PubMed,meaning making identity crisis
"Using a modified grounded theory method and Black feminist theory, the author 
explored the factors that influence the decision-making processes of Black aunts 
parenting nieces and nephews. Analysis revealed six themes that facilitated 
beliefs in a lack of agency in the decision-making process: perceptions of a 
crisis, fulfillment of family obligations, personal identities, faith in God, 
gendered expectations, and the role of the Black aunt. Findings emphasized the 
impact of cultural traditions and gendered expectations on the meanings that 
Black aunts attach to familial roles and the influence of past and current 
racism on their definitions of the situation.",PubMed,meaning making identity crisis
"Author information:
(1)Department of Nursing Science, Julius Centre for Health Sciences and Primary 
Care, University Medical Centre of Utrecht, The Netherlands. 
m.c.kars@umcutrecht.nl",PubMed,meaning making identity crisis
"PURPOSE/OBJECTIVES: To elucidate parents' experiences when caring at home for 
their child with incurable cancer and to show how parents give meaning to their 
experiences throughout the end-of-life (EOL) phase.
RESEARCH APPROACH: Interpretative qualitative study.
SETTING: Five academic pediatric oncology centers.
PARTICIPANTS: 42 parents of 22 children with incurable cancer, cared for at 
home.
METHODOLOGIC APPROACH: An inductive thematic analysis of single and repeated 
open interviews using phenomenological techniques.
FINDINGS: Four EOL stages were identified: becoming aware of the inevitable 
death, making the child's life enjoyable, managing the change for the worse, and 
being with the dying child. The essence of parenting during those stages was 
captured by the notion of being meaningful to the child and preserving the 
parent-child relationship. Parents were able to cope better with the EOL phase 
and to sustain their parenting role because of their ability to postpone grief, 
enjoy their child's expressions of happiness, see the child's identity despite 
physical impairment, and enjoy the rewards they experienced from being there for 
their child.
CONCLUSIONS: Parenting while losing a child brings parents to the point of an 
existential crisis. The child's deterioration forces parents to redefine their 
traditional parenting role. Although the way parents give meaning to their 
caregiving experience helps them cope, it can decrease their ability to 
acknowledge the child's needs.
INTERPRETATION: Nurses can help parents to face the reality of their child's 
situation and redefine their role accordingly, such as by providing information 
and alternative perceptions that fit the child's changed needs while preserving 
the parent-child relationship. Attention to signals indicating stress disorders 
is needed.",PubMed,meaning making identity crisis
"Adolescents without adolescence: reflections on adolescents' formation of 
subjectivity and their families in a neoliberal context.",PubMed,meaning making identity crisis
"This study seeks to determine how certain social situations cannot help but 
influence subjectivity and family ties. The Keynesian age encouraged and 
promoted a relatively stable socioeconomic matrix based on a probable future and 
achievable promise. The installation of a family model related to protective 
parents who were capable of caring for and protecting their children has been 
observed. Adolescent subjectivity is constructed based on parameters like 
generational confrontation and growth, and happiness before the possibility of 
exercising autonomy. On the other hand, neoliberalism produces a ""retraction"" of 
social spaces, dismisses the future, and feelings of instability and insecurity 
are prevalent, making the family model a ""structure that overwhelms parents."" 
Adolescent subjectivity seems incapable of executing generational confrontation, 
predominantly showing a desire to ""protect"" the family (""exacerbated messiah 
complex"") by means of a fantasy that acts as a ""threading scene"" capable of 
annulling the search for autonomy and growth.",PubMed,meaning making identity crisis
"Author information:
(1)Lyle S. Hallman Faculty of Social work, Wilfrid Laurier University, 120 Duke 
St. West, Kitchener, ON, N2H3W8, Canada. scadell@wlu.ca",PubMed,meaning making identity crisis
"The aim of this study was to explore individuals' self-construals after the loss 
of a partner from HIV/AIDS for whom they were a caregiver. Seven gay or 
transsexual bereaved caregivers were interviewed after the death of their 
partners. The data revealed patterns suggestive of A. Aron and E. N. Aron's 
(1986) ""inclusion of others in the self"" (IOS) with partners described as part 
of participants' identity. Using the metaphor of the IOS, the results illustrate 
how care-giving became a part of the self as well as aspects of the partner. 
Upon the death of the partner, the loss resulted in a crisis of meaning due to 
the loss of the person and relationship that had contributed significance and 
purpose to life. Regaining meaning involved making sense of both the 
relationship and the care-giving role.",PubMed,meaning making identity crisis
"The hunger to fill an empty space: an investigation of primordial affects and 
meaning-making in the drive to conceive through repeated use of ART.",PubMed,meaning making identity crisis
"This research aims to investigate the drive to conceive through repeated use of 
Assisted Reproductive Technology (ART) in relation to the affective and 
meaning-making processes related to this drive, through the use of the 
participants' memories of mother and being mothered, the choices they made 
regarding sex, intimacy and non-uterine activity in early adulthood and their 
fantasies of how a child would change their lives. Though prepared for an MSc 
dissertation it is a pilot empirical study using interpretative phenomenological 
analysis and applications of Jungian analytic and psychoanalytical theory. The 
collected data consists of three semi-structured interviews analysed through 
recurrent themes and amplification. Developmental and archetypal thinking has 
been suggested as a means of understanding. The results are strongly suggestive 
of two main themes across the interviews and further research is underway. The 
first theme is the importance of the relationship to mother and the quality of 
the mothering received in contributing to a woman's availability to become a 
mother at a time in her life when she is most fertile. The second theme of the 
pilot suggested that the crisis of infertility is a mask for another crisis of 
identity that also had links to the personal mother. At the core of these issues 
with mother there is an absence of father and an intra-psychic couple. Repeated 
infertility treatment becomes a transformative process necessitating repetition 
until something new can be created.",PubMed,meaning making identity crisis
"This paper explores some institutionalized visual representations of women with 
breast cancer and examines the rhetoric of the images in the American Cancer 
Society product catalogue (2000) and the Look Good ... Feel Better pamphlet. I 
show that these cultural discourses promote notions of appearance that are 
'acceptable', 'desirable', and 'beautiful' even when a person is sick. 
Suggestions and models offered for women when there is a 'problem' with their 
bodies through the frame of 'helping' them to cope with the effects of 
cancer--by managing their appearance--provide models for renewed femininity 
during/after cancer treatment and function to maintain the existing definitions 
of beauty, femininity, and gendered appearances even in times of crisis. With an 
emphasis on the 'normalization' of one's changed 'problematic' appearance, the 
images function to narrow down women's meanings and choices about their bodies 
and the ways in which they can manage their bodily appearance. Furthermore, this 
paper points to possible alternative discourses for further exploration. This 
study aims to enrich our understandings of cultural meanings of illness by 
making visual materials a significant part of our research.",PubMed,meaning making identity crisis
"Life's little (and big) lessons: identity statuses and meaning-making in the 
turning point narratives of emerging adults.",PubMed,meaning making identity crisis
"Author information:
(1)Department of Psychology, University of Toronto, Mississauga, ON, Canada. 
kmclean@utm.utoronto.ca",PubMed,meaning making identity crisis
"A longitudinal study examined relations between 2 approaches to identity 
development: the identity status model and the narrative life story model. 
Turning point narratives were collected from emerging adults at age 23 years. 
Identity statuses were collected at several points across adolescence and 
emerging adulthood, as were measures of generativity and optimism. Narratives 
were coded for the sophistication of meaning-making reported, the event type in 
the narrative, and the emotional tone of the narrative. Meaning-making was 
defined as connecting the turning point to some aspect of or understanding of 
oneself. Results showed that less sophisticated meaning was associated 
particularly with the less advanced diffusion and foreclosure statuses, and that 
more sophisticated meaning was associated with an overall identity maturity 
index. Meaning was also positively associated with generativity and optimism at 
age 23, with stories focused on mortality experiences, and with a redemptive 
story sequence. Meaning was negatively associated with achievement stories. 
Results are discussed in terms of the similarities and differences in the 2 
approaches to identity development and the elaboration of meaning-making as an 
important component of narrative identity.",PubMed,meaning making identity crisis
"Author information:
(1)Leukaemia Foundation's Psycho-social Research Program, Department of 
Religion, School of History, Philosophy, Religion and Classics, University of 
Queensland, St Lucia, Qld 4072, Australia. pam.mcgrath@bigpond.com",PubMed,meaning making identity crisis
"Comment in
    Support Care Cancer. 2003 Jun;11(6):378-9; author reply 380-1. doi: 
10.1007/s00520-003-0459-3.",PubMed,meaning making identity crisis
